id,contract,lang,title,text,topics,subtopics,void
1626,36,de,7. Eigentumsvorbehalt,7.2 Im Fall von Zwangsvollstreckungsmaßnahmen in die Kaufsache hat der Kunde uns unverzüglich unter Übergabe der für eine Intervention notwendigen Unterlagen zu informieren.,retentionOfTitle,,0.0
1627,36,de,8. Gewährleistung,Es gelten die gesetzlichen Gewährleistungsregelungen.,warranty,,0.0
1628,36,de,9. Haftung,"9.1 Wir schließen die Haftung für Schäden, die durch einfache Fahrlässigkeit verursacht worden sind, aus, sofern diese nicht aus der Verletzung von vertragswesentlichen Pflichten resultieren oder Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit oder Ansprüche nach dem Produkthaftungsgesetz betroffen sind.",liability,,0.0
1629,36,de,9. Haftung,9.2 Gleiches gilt für Pflichtverletzungen unserer Erfüllungsgehilfen und gesetzlichen Vertreter.,liability,,0.0
1630,36,de,9. Haftung,"9.3 Bei der Verletzung wesentlicher Vertragspflichten ist die Haftung in Fällen einfacher Fahrlässigkeit auf die Schäden, die in typischer Weise mit dem Vertrag verbunden und vorhersehbar sind, beschränkt.",liability,,0.0
1631,36,de,10. Schlussbestimmungen,"10.1 Falls der Käufer Kaufmann, juristische Person des öffentlichen Rechts oder ein öffentlich-rechtliches Sondervermögen ist, ist der Erfüllungsort <<STADT>> (<<STADT>>).",placeOfJurisdiction,,0.0
1632,36,de,10. Schlussbestimmungen,"10.2 Falls der Käufer Kaufmann, juristische Person des öffentlichen Rechts oder ein öffentlich-rechtliches Sondervermögen ist, wird für etwaige Streitigkeiten aus den Verträgen und damit im Zusammenhang stehenden Rechtsbeziehungen für beide Teile das Gericht, das für den Sitz der <<NAME>> zuständig ist, als Gerichtsstand vereinbart.",placeOfJurisdiction,,0.0
1633,37,de,§1 Geltung,Diese Allgemeinen Geschäftsbedingungen gelten für die Bestellung von Waren und Dienstleistungen aus dem Sortiment von <<NAME>> sowie die Bestellung von Fotoprodukten auf example.com. Für den Download von digitalen Inhalten auf example.com gelten diese Allgemeinen Geschäftsbedingungen nicht.,applicability,,0.0
1634,37,de,§3 Vertragsabschluss,(1) Das Liefergebiet ist Deutschland.,delivery,,0.0
1635,37,de,§3 Vertragsabschluss,(2) Durch Klicken auf den Button „Kaufen“ gibt der Kunde ein verbindliches Angebot zum Kauf der im Warenkorb befindlichen Ware ab und ist mit der Geltung dieser Allgemeinen Geschäftsbedingungen einverstanden.,conclusionOfContract,,0.0
1636,37,de,§3 Vertragsabschluss,(3) Bei der Bestellung von Waren aus dem Foto-Service erteilt der Kunde <<NAME>> durch Zusendung von Bilddateien den Auftrag zur Herstellung von Bildern oder von mit Bildern versehenen Artikeln („Fotoprodukte“).,conclusionOfContract,,0.0
1637,37,de,§3 Vertragsabschluss,"(4) Die nach Absenden der Bestellung automatisch versendete Bestellbestätigung bestätigt den Inhalt und den Zugang der Bestellung des Kunden bei <<NAME>>, stellt aber noch keine Annahme des Angebots des Kunden dar. <<NAME>> wird die Annahme entweder durch Versenden einer Versandbestätigung oder durch Versand der Ware innerhalb von fünf Werktagen ab Eingang der Bestellung des Kunden erklären. Gibt <<NAME>> innerhalb dieser Frist keine Annahmeerklärung ab, wurde die Bestellung des Kunden nicht angenommen.",conclusionOfContract,,0.0
1638,37,de,§3 Vertragsabschluss,"(5) Ein Vertrag kommt erst durch die Annahmeerklärung von <<NAME>> zustande, die mit einer gesonderten E-Mail (Auftragsbestätigung oder Versandbestätigung) versendet wird, spätestens jedoch durch den Versand der Bestellung.",conclusionOfContract,,0.0
1639,37,de,§4 Warenverfügbarkeit,"(1) Ist zum Zeitpunkt der Bestellung bestellte Ware nicht verfügbar, behält sich <<NAME>> vor, die Bestellung der Ware nicht anzunehmen, so dass kein Vertrag zustande kommt. Hierüber wird der Kunde informiert. Bereits geleistete Zahlungen werden dem Kunden unverzüglich rückerstattet.",conclusionOfContract,,0.0
1640,37,de,§4 Warenverfügbarkeit,"(2) Absatz 1 gilt entsprechend, wenn nach Bestellung und vor Auslieferung der bestellte Artikel von der Freiwilligen Selbstkontrolle der Filmwirtschaft als „FSK 18“ oder von der Unterhaltungssoftware Selbstkontrolle der Computer-spielewirtschaft als „USK 18“ eingestuft wird. Denn in diesem Fall ist aus technischen Gründen eine Altersverifikation nach Bestellung nicht mehr möglich.",conclusionOfContract,,0.0
1641,37,de,§5 Abholung und Lieferung,"(1) Bei Lieferung der Bestellung an einen vom Kunden ausgewählten <<NAME>> Markt zur Abholung wird der Kunde benachrichtigt, wenn die Bestellung zur Abholung bereit steht. Der Kunde ist verpflichtet, die Bestellung innerhalb von 7 Tagen ab Erhalt der Benachrichtigung abzuholen. Zur Abholung muss der Kunde die Rechnung, die Bestellbestätigung oder die Abholbenachrichtigung sowie einen von einer Behörde ausgestellten Ausweis mit Foto, der die Meldeadresse des Kunden enthält (z.B. Personalausweis) vorlegen. Holt der Kunde die Bestellung nach Ablauf von 7 Tagen ab Erhalt der ersten Benachrichtigung zur Abholung nicht ab, behält sich <<NAME>> das Recht vor, aus Gründen der Minimierung von Lagerungskosten vom Kaufvertrag zurückzutreten. In diesem Fall erhält der Kunde eine Gutschrift über den bezahlten Kaufpreis in der Form der ursprünglichen Bezahlung.",delivery,,0.0
1642,37,de,§5 Abholung und Lieferung,"(2) Ware, die in der Produktbeschreibung mit „FSK 18“ oder „USK 18“ gekennzeichnet ist, kann sowohl bei Abholung im <<NAME>> Markt als auch bei Lieferung nur vom Besteller der Ware persönlich unter Vorlage eines von einer Behörde ausgestellten Ausweises mit Foto, der die Meldeadresse des Kunden enthält (z.B. Personalausweis) entgegengenommen werden. Eine Aushändigung an einen Bevollmächtigten oder eine Lieferung an eine Packstation ist bei dieser Ware nicht möglich.",delivery,,0.0
1643,37,de,§6 Zahlung,(1) Alle Preise auf example.com sind in Euro und verstehen sich einschließlich der jeweils gültigen gesetzlichen Mehrwertsteuer.,prices,,0.0
1644,37,de,§6 Zahlung,(2) Dem Kunden stehen die beim Abschluss des Bestell-prozesses angezeigten Zahlungsarten zur Verfügung.,prices,,0.0
1645,37,de,§6 Zahlung,"(3) Kauf auf Rechnung bietet <<NAME>> in Zusammenarbeit mit Klarna (example.com) an, jedoch nur Verbrauchern. Die Zahlung ist an Klarna zu leisten. Der Kunde bekommt zuerst die Ware und hat eine Zahlungsfrist von 14 Tagen. Die vollständigen AGB von Klarna zum Rechnungskauf sind unter Klarna AGB zu finden. <<NAME>> erhebt beim Kauf auf Rechnung mit Klarna keine Gebühren.",payment,,0.0
1646,37,de,§6 Zahlung,"(4) Die eingegebenen Daten werden nicht bei <<NAME>> gespeichert, jedoch ggf. beim jeweiligen ausgewählten Zahlungsanbieter. Es gelten hierfür die jeweiligen Datenschutzbestimmungen des Zahlungsdienstleisters.",payment,,0.0
1647,37,de,§6 Zahlung,"(5) Wird bei der Bestellung von Fotoprodukten Zahlung gegen Rechnung angeboten, ist der Rechnungsbetrag innerhalb von 7 Tagen ab Lieferung der Bestellung bzw. Abholung der Bestellung im <<NAME>> Markt zur Zahlung fällig.",payment,,0.0
1648,37,de,§6 Zahlung,"(6) Falls eine Abbuchung vom Konto des Kunden per Lastschrifteinzug aus vom Kunden zu vertretenden Gründen scheitert, hat der Kunde <<NAME>> die durch die Rückbelastung entstehenden Bankbearbeitungsgebühren zu erstatten.",payment,,0.0
1649,37,de,§7 Finanzierung,"(1) Wählt der Kunde eine Finanzierung als Zahlungsart, kommt bei erfolgreichem Abschluss der entsprechende Darlehensvertrag des Kunden mit der <<NAME>>. Niederlassung Deutschland (nachfolgend „Consors Finanz“) zustande. <<NAME>> wird hierbei nicht Vertragspartner des Kunden.",payment,payment:methods,0.0
1650,37,de,§7 Finanzierung,"(2) Nach Eingabe der Daten des Kunden prüft die Consors Finanz auf Basis der eingegebenen Daten vorläufig die Bonität des Kunden und erteilt während des Bestellprozesses eine vorläufige Genehmigung oder Ablehnung der Finanzierungsanfrage. Ist die Finanzierung vorläufig genehmigt, muss der Kunde die angezeigten PDF-Dokumente ausdrucken und ein Identifikationsverfahren durchführen, indem er sich entweder in einer Post-Filiale oder einem <<NAME>> Markt mit Hilfe seines Ausweises legitimieren lässt.
Mit dem Onlineident-Verfahren der Firma <<NAME>> (Kooperationspartner der Consors Finanz) erfolgt die Antragsstellung und Identifizierung über einen Internetbrowser oder die App WebIdent vollständig online – ein postalisches Absenden des Antrages entfällt bei diesem Identifikationsverfahren. Der Kunde benötigt außerdem einen gültigen Personalausweis oder Reisepass sowie eine WebCam mit Mikrofon. Die elektronische Signatur erfolgt über die Zusendung einer TAN mittels SMS oder E-Mail an den Kunden sowie einem Passwort.
Die Einzelheiten über die notwendigen Schritte werden dem Kunden in den angezeigten Dokumenten von der Consors Finanz mitgeteilt. Die Consors Finanz trifft die endgültige Entscheidung über die Kreditzusage auf Basis der vom Kunden gemachten Angaben und eingereichten Unterlagen.",payment,payment:methods,0.0
1651,37,de,§7 Finanzierung,"(3) Wird die Finanzierungsanfrage von der Consors Finanz vorläufig abgelehnt, kann der Kunde eine andere Zahlungsart wählen. Lehnt die Consors Finanz die Finanzierungsanfrage des Kunden endgültig ab, wird <<NAME>> die Bestellung des Kunden nicht bestätigen, so dass kein Vertrag zustande kommt.",payment,payment:methods,0.0
1652,37,de,§7 Finanzierung,"(4) <<NAME>> reserviert die Kundenbestellung bis zu einer endgültigen Kreditzusage der Consors Finanz, längstens jedoch für 15 Tage ab Bestellung. Reicht der Kunde den Finanzierungsvertrag im Original nicht innerhalb dieser Frist bei der Consors Finanz ein, wird <<NAME>> die Bestellung des Kunden nicht bestätigen, so dass kein Vertrag zustande kommt.",payment,payment:methods,0.0
1653,37,de,§8 Eigentumsvorbehalt,Bis zur vollständigen Bezahlung verbleibt die gelieferte Ware im Eigentum von <<NAME>>.,retentionOfTitle,,0.0
1654,37,de,§9 Kein Verkauf an gewerbliche Abnehmer,"Die im Shop angebotene Ware wird nur an Verbraucher und Unternehmer als Endverbraucher verkauft. Die gewerbliche Weiterveräußerung von Ware ist nicht gestattet. <<NAME>> behält sich daher vor, Vertragsangebote, die den Anschein erwecken, zum Zwecke des gewerblichen Weiterverkaufs der Ware abgegeben zu werden, nicht anzunehmen.",conclusionOfContract,,0.0
1655,37,de,§10 Bestellung von Fotoprodukten,(1) Bei der Bestellung von Fotoprodukten ist der Kunde für die Inhalte der übertragenen Bilddateien verantwortlich.,intellectualProperty,,0.0
1656,37,de,§10 Bestellung von Fotoprodukten,"(2) Der Kunde verpflichtet sich, zur Herstellung der Fotoprodukte kein Bildmaterial hochzuladen, das Rechte Dritter, insbesondere Urheber-, Marken- oder Persönlichkeitsrechte, verletzt oder das gegen geltende Gesetze verstößt, insbesondere pornografische oder rechtsradikale Inhalte aufweist.",intellectualProperty,,0.0
1657,37,de,§10 Bestellung von Fotoprodukten,"(3) Der Kunde verpflichtet sich, <<NAME>> vollumfänglich von sämtlichen Ansprüchen Dritter in Bezug auf das vom Kunden zur Herstellung der Fotoprodukte verwendete Bildmaterial freizustellen und sämtliche dadurch entstehende Kosten, einschließlich der Kosten der Verteidigung gegen solche Ansprüche, zu übernehmen.",intellectualProperty,,0.0
1658,37,de,§11 Bestellung von Gutschein Cards,"(1) Vertragsschluss bei Erwerb der <<NAME>> Gutschein Card
Mit Klicken des Buttons „Kaufen“ geben Sie ein verbindliches Angebot zum Erwerb der <<NAME>> Gutschein Card ab. Mit Bestellbestätigung per E-Mail nimmt <<NAME>> Ihr Angebot an. Danach erfolgt die Zusendung der <<NAME>> Gutschein Card und Sie erhalten nach Zahlungseingang einen Aktivierungslink per E-Mail. Aktivieren Sie die <<NAME>> Gutschein Card zu Ihrer eigenen Sicherheit und zur Vermeidung von Missbrauch durch Dritte bitte erst nach Erhalt.",conclusionOfContract,,0.0
1659,37,de,§11 Bestellung von Gutschein Cards,"(2) Vertragsschluss bei Erwerb der <<NAME>> Gutschein Card zum Selbstausdrucken
Mit Klicken des Buttons „Kaufen“ geben Sie ein verbindliches Angebot zum Erwerb der <<NAME>> Gutschein Card zum Selbstausdrucken ab. <<NAME>> nimmt das Vertragsangebot per Email an, indem Ihnen die <<NAME>> Gutschein Card zum Selbstausdrucken, sowie die Bestellbestätigung übermittelt werden.",conclusionOfContract,,0.0
1660,37,de,§11 Bestellung von Gutschein Cards,"(3) Zahlung
Alle Zahlungen für die <<NAME>> Gutschein Card und die <<NAME>> Gutschein Card zum Selbstausdrucken erfolgen beim Kauf mit der hinterlegten Zahlungsmethode. Sie können Zahlungen durch Giro Pay oder Klarna Sofortüberweisung leisten. Für den Kauf der <<NAME>> Gutschein Card ist zusätzlich die Zahlung per Vorkasse und der Kreditkarte möglich.",payment,payment:methods,0.0
1661,37,de,§11 Bestellung von Gutschein Cards,"(4) Sonderbedingungen für die Nutzung eigener Motive
Die <<NAME>> Gutschein Cards können sowohl mit einem Standardmotiv als auch mit einem personalisierten Bildmotiv bestellt werden. Der Kunde verpflichtet sich, zur Bestellung einer personalisierten <<NAME>> Gutschein Card kein Bild-, Audio-/Video- oder Textmaterial (""Material"") zu verwenden, das Rechte Dritter, insbesondere Urheber-, Marken- oder Persönlichkeitsrechte, verletzt oder das gegen geltende Gesetze verstößt, insbesondere pornografische oder politisch radikale Inhalte aufweist. Ebenso verpflichtet sich der Kunde, in frei zu beschriftende Textfelder keine beleidigenden oder ehrverletzenden Inhalte einzutragen. Eine rechtliche Überprüfung auf bestehende Rechte Dritter an dem vom Kunden eingesetzten Material führt <<NAME>> nicht durch. Der Kunde verpflichtet sich, <<NAME>> vollumfänglich von sämtlichen Ansprüchen Dritter in Bezug auf das vom Kunden verwendete Material und/oder die vom Kunden eingefügten Textinhalte freizustellen und sämtliche dadurch entstehende Kosten, einschließlich der Kosten der Verteidigung gegen solche Ansprüche, zu übernehmen. <<NAME>> behält sich vor, die Bearbeitung von Material zu verweigern, (a) wenn das Material dazu geeignet ist, dem Ansehen von <<NAME>> in der Öffentlichkeit zu schaden, (b) wenn an dem vom Kunden genutzten Material erkennbar Rechte Dritter bestehen oder (c) wenn die Darstellung oder Verbreitung des Materials gegen geltende Gesetze verstößt.
<<NAME>> erstattet in diesen Fällen dem Kunden den aufgeladenen Geldbetrag zurück, behält sich jedoch Schadensersatzansprüche gegenüber dem Kunden z.B. wegen der Herstellungskosten der <<NAME>> Gutschein Card vor.",intellectualProperty,,0.0
1662,37,de,§ 13 Widerrufsrecht des Verbrauchers,"(1) Ist der Kunde eine natürliche Person, die ein Rechtsgeschäft zu einem Zweck abschließt, der überwiegend weder ihrer gewerblichen noch ihrer selbständigen beruflichen Tätigkeit zugerechnet werden kann (Verbraucher), steht dem Kunden ein Widerrufsrecht gemäß § 312g i. V. m. § 355 BGB zu.",withdrawal,,0.0
1663,37,de,§ 13 Widerrufsrecht des Verbrauchers,(2) Widerrufsrecht bei Kaufverträgen über Waren:,withdrawal,,0.0
1664,37,de,§ 13 Widerrufsrecht des Verbrauchers,"Widerrufsbelehrung

Widerrufsrecht

Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen.

Die Widerrufsfrist beträgt bei einem Kaufvertrag vierzehn Tage ab dem Tag, an dem Sie oder ein von Ihnen benannter Dritter, der nicht der Beförderer ist, die Waren in Besitz genommen haben bzw. hat.

Im Falle eines Vertrags über mehrere Waren, die Sie im Rahmen einer einheitlichen Bestellung bestellt haben und die getrennt geliefert werden, beträgt die Widerrufsfrist vierzehn Tage ab dem Tag, an dem Sie oder ein von Ihnen benannter Dritter, der nicht der Beförderer ist, die letzte Ware in Besitz genommen haben bzw. hat.

Im Falle eines Vertrags über die Lieferung einer Ware in mehreren Teilsendungen oder Stücken, beträgt die Widerrufsfrist vierzehn Tage ab dem Tag, an dem Sie oder ein von Ihnen benannter Dritter, der nicht der Beförderer ist, die letzte Teilsendung oder das letzte Stück in Besitz genommen haben bzw. hat.

Im Falle eines Vertrags zur regelmäßigen Lieferung von Waren über einen festgelegten Zeitraum hinweg beträgt die Widerrufsfrist vierzehn Tage ab dem Tag, an dem Sie oder ein von Ihnen benannter Dritter, der nicht der Beförderer ist, die erste Ware in Besitz genommen haben bzw. hat.

Um Ihr Widerrufsrecht auszuüben, müssen Sie uns (<<NAME>>, <<STRASSE>>5, 000000 <<STADT>>, <<STADT>>–Mail: hello@example.com, <<STADT>>. 00 00 12345678, Fax 00 00 12345678) mittels einer eindeutigen Erklärung (z. B. ein mit der Post versandter Brief, Telefax oder E-Mail) über Ihren Internetanschluss, diesen Vertrag zu widerrufen, informieren. Sie können dafür das beigefügte Muster-Widerrufsformular verwenden, das jedoch nicht vorgeschrieben ist.

Zur Wahrung der Widerrufsfrist reicht es aus, dass Sie die Mitteilung über die Ausübung des Widerrufsrechts vor Ablauf der Widerrufsfrist absenden.",withdrawal,,0.0
1665,37,de,§ 13 Widerrufsrecht des Verbrauchers,"Folgen des Widerrufs

Wenn Sie diesen Vertrag widerrufen, haben wir Ihnen alle Zahlungen, die wir von Ihnen erhalten haben, einschließlich der Lieferkosten (mit Ausnahme der zusätzlichen Kosten, die sich daraus ergeben, dass Sie eine andere Art der Lieferung als die von uns angebotene, günstigste Standardlieferung gewählt haben), unverzüglich und spätestens binnen vierzehn Tagen ab dem Tag zurückzuzahlen, an dem die Mitteilung über Ihren Widerruf dieses Vertrags bei uns eingegangen ist. Für diese Rückzahlung verwenden wir dasselbe Zahlungsmittel, das Sie bei der ursprünglichen Transaktion eingesetzt haben, es sei denn, mit Ihnen wurde ausdrücklich etwas anderes vereinbart; in keinem Fall werden Ihnen wegen dieser Rückzahlung Entgelte berechnet.

Sie haben die Waren unverzüglich und in jedem Fall spätestens binnen vierzehn Tagen ab dem Tag, an dem Sie uns über den Widerruf dieses Vertrags unterrichten, an <<NAME>>, <<NAME>>, Bei den Froschäckern 300, 000000 <<STADT>> zurückzusenden oder uns in jedem <<NAME>> Markt in Deutschland zu übergeben. Die Frist ist gewahrt, wenn Sie die Waren vor Ablauf der Frist von vierzehn Tagen absenden bzw. übergeben. Wir tragen die Kosten der Rücksendung der Waren.

Sie müssen für einen etwaigen Wertverlust der Waren nur aufkommen, wenn dieser Wertverlust auf einen zur Prüfung der Beschaffenheit, Eigenschaften und Funktionsweise der Waren nicht notwendigen Umgang mit ihnen zurückzuführen ist.",withdrawal,withdrawal:effects,0.0
1666,37,de,§ 13 Widerrufsrecht des Verbrauchers,(3) Widerrufsrecht bei Dienstleistungen:,withdrawal,,0.0
1667,37,de,§ 13 Widerrufsrecht des Verbrauchers,"Widerrufsbelehrung

Widerrufsrecht

Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen.

Die Widerrufsfrist beträgt vierzehn Tage ab dem Tag des Vertragsabschlusses.

Um Ihr Widerrufsrecht auszuüben, müssen Sie uns (<<NAME>>, <<STADT>> 5, 000000 <<STADT>>, <<STADT>>–Mail: hello@example.com, <<STADT>>. 00 00 12345678, Fax 00 00 12345678) mittels einer eindeutigen Erklärung (z. B. ein mit der Post versandter Brief, Telefax oder E-Mail) über Ihren Internetanschluss, diesen Vertrag zu widerrufen, informieren. Sie können dafür das beigefügte Muster-Widerrufsformular verwenden, das jedoch nicht vorgeschrieben ist.

Zur Wahrung der Widerrufsfrist reicht es aus, dass Sie die Mitteilung über die Ausübung des Widerrufsrechts vor Ablauf der Widerrufsfrist absenden.",withdrawal,,0.0
1668,37,de,§ 13 Widerrufsrecht des Verbrauchers,"Folgen des Widerrufs

Wenn Sie diesen Vertrag widerrufen, haben wir Ihnen alle Zahlungen, die wir von Ihnen erhalten haben, einschließlich der Lieferkosten (mit Ausnahme der zusätzlichen Kosten, die sich daraus ergeben, dass Sie eine andere Art der Lieferung als die von uns angebotene, günstigste Standardlieferung gewählt haben), unverzüglich und spätestens binnen vierzehn Tagen ab dem Tag zurückzuzahlen, an dem die Mitteilung über Ihren Widerruf dieses Vertrags bei uns eingegangen ist. Für diese Rückzahlung verwenden wir dasselbe Zahlungsmittel, das Sie bei der ursprünglichen Transaktion eingesetzt haben, es sei denn, mit Ihnen wurde ausdrücklich etwas anderes vereinbart; in keinem Fall werden Ihnen wegen dieser Rückzahlung Entgelte berechnet.

Wenn Sie verlangt haben, dass die Dienstleistungen während der Widerrufsfrist beginnen sollen, so haben Sie uns einen angemessenen Betrag zu zahlen, der dem Anteil der bis zu dem Zeitpunkt, zu dem Sie uns von der Ausübung des Widerrufsrechts hinsichtlich dieses Vertrags unterrichten, bereits erbrachten Dienstleistungen im Vergleich zum Gesamtumfang der im Vertrag vorgesehenen Dienstleistungen entspricht.

Ende der Widerrufsbelehrung",withdrawal,withdrawal:effects,0.0
1669,37,de,§ 13 Widerrufsrecht des Verbrauchers,"(4) Muster-Widerrufsformular

(Wenn Sie den Vertrag widerrufen wollen, dann füllen Sie bitte dieses Formular aus und senden Sie es zurück.)

An

<<NAME>> GmbH

<<STRASSE>>

000000 <<STADT>>

Fax: 00 00 12345678

Mail: hello@example.com

Widerruf

Hiermit widerrufe(n) ich/wir (*) den von mir/uns (*) abgeschlossenen Vertrag über den Kauf der folgenden Waren (*)/die Erbringung der folgenden Dienstleistung (*):

___________________________________________________

___________________________________________________

Bestellt am (*)/erhalten am (*): __________________________

Name des/der Verbraucher(s): __________________________

Anschrift des/der Verbraucher(s): ________________________

____________________________________________________

Unterschrift des/der Verbraucher(s) (nur bei Mitteilung auf Papier)

Datum: _______________________________________

(*) Unzutreffendes streichen.",withdrawal,withdrawal:model,0.0
1670,37,de,§ 13 Widerrufsrecht des Verbrauchers,"(5) Das Widerrufsrecht besteht nicht bei folgenden Verträgen:

• Verträge zur Lieferung von Waren, die nicht vorgefertigt sind und für deren Herstellung eine individuelle Auswahl oder Bestimmung durch den Verbraucher maßgeblich ist oder die eindeutig auf die persönlichen Bedürfnisse des Verbrauchers zugeschnitten sind,

• Verträge zur Lieferung versiegelter Waren, die aus Gründen des Gesundheitsschutzes oder der Hygiene nicht zur Rückgabe geeignet sind, wenn ihre Versiegelung nach der Lieferung entfernt wurde,

• Verträge zur Lieferung von Waren, wenn diese nach der Lieferung auf Grund ihrer Beschaffenheit untrennbar mit anderen Gütern vermischt wurden,

• Verträge zur Lieferung von Ton- oder Videoaufnahmen oder Computersoftware in einer versiegelten Packung, wenn die Versiegelung nach der Lieferung entfernt wurde,

• Verträge zur Lieferung von Zeitungen, Zeitschriften oder Illustrierten mit Ausnahme von Abonnement-Verträgen,

• Verträge, bei denen der Verbraucher den Unternehmer ausdrücklich aufgefordert hat, ihn aufzusuchen, um dringende Reparatur- oder Instandhaltungsarbeiten vorzunehmen; dies gilt nicht hinsichtlich weiterer bei dem Besuch erbrachter Dienstleistungen, die der Verbraucher nicht ausdrücklich verlangt hat, oder hinsichtlich solcher bei dem Besuch gelieferter Waren, die bei der Instandhaltung oder Reparatur nicht unbedingt als Ersatzteile benötigt werden.",withdrawal,withdrawal:exclusion,0.0
1671,37,de,§ 13 Widerrufsrecht des Verbrauchers,"(6) Bei einem Widerruf der gesamten Bestellung wird dem Kunden die Versandkostenpauschale vollständig erstattet. Bei einem Widerruf eines Teils einer Bestellung wird die Versandkostenpauschale nur erstattet, wenn auf die widerrufene Ware tatsächlich Versandkosten entfallen sind. Auf welche Waren Versandkosten entfallen, wird dem Kunden zum Zeitpunkt der Bestellung angezeigt. Versandkosten werden insoweit nicht erstattet, als sie dem Kunden zusätzlich entstanden sind, weil er sich für eine andere Art der Lieferung als die von <<NAME>> angebotene günstigste Standardlieferung entschieden hat.",withdrawal,,0.0
1672,37,de,§ 13 Widerrufsrecht des Verbrauchers,"(7) Zusätzlich zu den in dieser Ziffer bestimmten Rechten hat der Kunde die Möglichkeit, den Widerruf einer Bestellung auch persönlich in jedem <<NAME>> Markt in Deutschland innerhalb der Widerrufsfrist zu erklären und abzuwickeln.",withdrawal,,0.0
1673,37,de,§ 14 Haftung,"(1) Ansprüche des Kunden auf Schadensersatz sind ausgeschlossen. Hiervon ausgenommen sind Schadensersatzansprüche des Kunden aus der Verletzung des Lebens, des Körpers, der Gesundheit, sowie die Haftung für sonstige Schäden, die auf einer vorsätzlichen oder grob fahrlässigen Pflichtverletzung von <<NAME>>, seiner gesetzlichen Vertreter oder Erfüllungsgehilfen beruhen. Unberührt bleibt ferner die Haftung für die Verletzung von Pflichten, deren Erfüllung die ordnungsgemäße Durchführung des Vertrages überhaupt erst ermöglicht und auf deren Einhaltung der Kunde regelmäßig vertrauen darf. Bei der leicht fahrlässigen Verletzung dieser Vertragspflichten haftet <<NAME>> nur für den vertragstypischen, vorhersehbaren Schaden, es sei denn, es handelt sich um Schadensersatzansprüche des Kunden aus einer Verletzung des Lebens, des Körpers oder der Gesundheit.",liability,,0.0
1674,37,de,§ 14 Haftung,"(2) Absatz 1 gilt auch zu Gunsten der gesetzlichen Vertreter und Erfüllungsgehilfen von <<NAME>>, wenn Ansprüche direkt gegen diese geltend gemacht werden.",liability,,0.0
1675,37,de,§ 14 Haftung,(3) Die Vorschriften des Produkthaftungsgesetzes sowie des Bundesdatenschutzgesetzes bleiben unberührt.,liability,,0.0
1676,37,de,§ 15 Mängelansprüche,(1) Für Verbraucher gilt die gesetzliche Verjährungsfrist von zwei Jahren ab Übergabe der Ware.,warranty,,0.0
1677,37,de,§ 15 Mängelansprüche,(2) Während der Verjährungsfrist für Mängelansprüche kann der Kunde seine Ansprüche wegen Mängeln der Ware neben der Geltendmachung gegenüber <<NAME>> auch in jedem <<NAME>> Markt in Deutschland geltend machen. Alle Informationen über die Abwicklung von Mängelansprüchen stehen im Bereich „Mein Konto“ auf example.com zur Verfügung.,warranty,,0.0
1678,37,de,§ 15 Mängelansprüche,"(3) Ist der Kunde Unternehmer, d.h. handelt der Kunde bei seiner Bestellung in Ausübung seiner gewerblichen oder selbstständigen beruflichen Tätigkeit, verjähren Mängelansprüche innerhalb von 12 Monaten ab Übergabe der Ware. Hiervon ausgenommen sind Ansprüche wegen der Verletzung von Leben, Körper oder Gesundheit, die auf einer fahrlässigen Pflichtverletzung von <<NAME>> oder einer vorsätzlichen oder fahrlässigen Pflichtverletzung eines gesetzlichen Vertreters oder Erfüllungsgehilfen von <<NAME>> beruhen.",warranty,,0.0
1679,37,de,§ 15 Mängelansprüche,(4) Die gesetzlichen Mängelansprüche des Kunden bleiben im Falle des Bestehens oder Erwerbs einer Garantie für die bestellte Ware unberührt.,warranty,,0.0
1680,37,de,§ 15 Mängelansprüche,"(5) Die Abtretung von Mängelansprüchen ist ausgeschlossen, es sei denn der Kunde ist Verbraucher.",warranty,,0.0
1681,37,de,§ 16 Schlussbestimmungen,(1) Diese Allgemeinen Geschäftsbedingungen unterliegen dem Recht der Bundesrepublik Deutschland unter Ausschluss des UN-Kaufrechts.,applicability,,0.0
1682,37,de,§ 16 Schlussbestimmungen,"(2) Sofern es sich beim Kunden um einen Kaufmann, eine juristische Person des öffentlichen Rechts oder um ein öffentlich-rechtliches Sondervermögen handelt, ist Gerichtsstand für alle Streitigkeiten aus Vertragsverhältnissen zwischen dem Kunden und <<STADT>> der Sitz von <<STADT>>.",placeOfJurisdiction,,0.0
1683,37,de,§ 16 Schlussbestimmungen,"(3) Der Vertrag bleibt auch bei rechtlicher Unwirksamkeit einzelner Punkte in seinen übrigen Teilen verbindlich. An die Stelle der unwirksamen Punkte treten, soweit vorhanden, die gesetzlichen Vorschriften.",severability,,0.0
1684,37,de,§ 16 Schlussbestimmungen,(4) Der Vertragstext wird nach Vertragsschluss vom Händler nicht gespeichert und ist für den Kunden nicht zugänglich. Einzelne Transaktionen findet der Kunde im Bereich „Mein Konto“.,textStorage,,0.0
1685,37,de,§ 16 Schlussbestimmungen,(5) Für den Vertragsschluss steht die deutsche Sprache zur Verfügung.,contractLanguage,,0.0
